Date,Description,Amount,Transaction Type,Category,Account Name
2018-11-12,Grocery Store,10.18,debit,groceries,Platinum Card
2018-11-12,American Tavern,22.33,debit,restaurants,Silver Card
2018-11-13,Grocery Store,4.8,debit,groceries,Platinum Card
2018-11-13,Grocery Store,37.43,debit,groceries,Platinum Card
2018-11-13,Grocery Store,10.15,debit,groceries,Platinum Card
2018-11-13,Phone Company,89.54,debit,mobile phone,Checking
2018-11-14,Power Company,60.0,debit,utilities,Checking
2018-11-16,City Water Charges,35.0,debit,utilities,Checking
2018-11-17,Brewing Company,22.8,debit,alcohol & bars,Platinum Card
2018-11-17,Hardware Store,15.47,debit,home improvement,Platinum Card
2018-11-17,Hardware Store,6.4,debit,home improvement,Platinum Card
2018-11-17,Greek Restaurant,23.26,debit,restaurants,Platinum Card
2018-11-19,Brewing Company,20.0,debit,alcohol & bars,Silver Card
2018-11-19,QuikTrip,29.15,debit,gas & fuel,Silver Card
2018-11-19,Hardware Store,10.02,debit,home improvement,Silver Card
2018-11-20,State Farm,75.0,debit,auto insurance,Checking
2018-11-20,Credit Card Payment,421.96,credit,credit card payment,Platinum Card
2018-11-21,Grocery Store,5.64,debit,groceries,Silver Card
2018-11-21,Hardware Store,37.41,debit,home improvement,Platinum Card
2018-11-23,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2018-11-26,American Tavern,16.8,debit,alcohol & bars,Silver Card
2018-11-26,Internet Service Provider,74.99,debit,internet,Checking
2018-11-27,Movie Theater,17.0,debit,movies & dvds,Silver Card
2018-11-27,American Tavern,28.4,debit,restaurants,Silver Card
2018-11-29,Credit Card Payment,582.99,credit,credit card payment,Silver Card
2018-11-29,Credit Card Payment,751.5,credit,credit card payment,Platinum Card
2018-11-30,Credit Card Payment,582.99,debit,credit card payment,Checking
2018-11-30,Grocery Store,6.27,debit,groceries,Silver Card
2018-12-01,Grocery Store,5.64,debit,groceries,Silver Card
2018-12-01,Brunch Restaurant,8.0,debit,restaurants,Silver Card
2018-12-01,Amazon,13.13,debit,shopping,Platinum Card
2018-12-03,BP,30.03,debit,gas & fuel,Silver Card
2018-12-03,Grocery Store,148.15,debit,groceries,Silver Card
2018-12-03,Mortgage Payment,1209.18,debit,mortgage & rent,Checking
2018-12-04,Starbucks,3.0,debit,coffee shops,Silver Card
2018-12-04,Latin Restaurant,20.65,debit,fast food,Platinum Card
2018-12-04,Netflix,11.76,debit,movies & dvds,Platinum Card
2018-12-06,Grocery Store,21.38,debit,groceries,Platinum Card
2018-12-06,Grocery Store,13.48,debit,groceries,Platinum Card
2018-12-06,Gas Company,40.0,debit,utilities,Checking
2018-12-07,Barbershop,30.0,debit,haircut,Platinum Card
2018-12-07,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2018-12-08,Grocery Store,12.64,debit,groceries,Platinum Card
2018-12-09,Spotify,10.69,debit,music,Platinum Card
2018-12-11,Brunch Restaurant,10.29,debit,restaurants,Platinum Card
2018-12-12,Phone Company,89.54,debit,mobile phone,Checking
2018-12-13,Thai Restaurant,27.0,debit,restaurants,Silver Card
2018-12-14,Grocery Store,21.39,debit,groceries,Silver Card
2018-12-14,Hardware Store,17.1,debit,home improvement,Silver Card
2018-12-14,Power Company,60.0,debit,utilities,Checking
2018-12-17,American Tavern,63.0,debit,food & dining,Silver Card
2018-12-17,BP,20.01,debit,gas & fuel,Silver Card
2018-12-17,City Water Charges,35.0,debit,utilities,Checking
2018-12-18,Starbucks,3.0,debit,coffee shops,Silver Card
2018-12-18,Credit Card Payment,311.02,credit,credit card payment,Platinum Card
2018-12-18,Credit Card Payment,311.02,debit,credit card payment,Checking
2018-12-18,Fancy Restaurant,56.52,debit,restaurants,Silver Card
2018-12-18,Amazon,49.99,debit,shopping,Platinum Card
2018-12-18,Amazon,41.72,debit,shopping,Platinum Card
2018-12-18,Amazon,24.3,debit,shopping,Platinum Card
2018-12-19,State Farm,75.0,debit,auto insurance,Checking
2018-12-19,Amazon,43.01,debit,shopping,Platinum Card
2018-12-20,Credit Card Payment,464.03,credit,credit card payment,Silver Card
2018-12-20,Shell,30.38,debit,gas & fuel,Silver Card
2018-12-21,Credit Card Payment,464.03,debit,credit card payment,Checking
2018-12-21,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2018-12-22,New York Deli,21.38,debit,fast food,Platinum Card
2018-12-22,Hardware Store,22.14,debit,home improvement,Platinum Card
2018-12-23,Hardware Store,28.0,debit,home improvement,Platinum Card
2018-12-24,Hardware Store,38.4,debit,home improvement,Platinum Card
2018-12-26,Chick-Fil-A,56.07,debit,fast food,Platinum Card
2018-12-26,Shell,32.47,debit,gas & fuel,Platinum Card
2018-12-26,Shell,7.48,debit,gas & fuel,Platinum Card
2018-12-26,Internet Service Provider,75.99,debit,internet,Checking
2018-12-26,Amazon,44.99,debit,shopping,Platinum Card
2018-12-28,Brewing Company,12.0,debit,alcohol & bars,Silver Card
2018-12-29,Brewing Company,14.0,debit,alcohol & bars,Silver Card
2018-12-29,Credit Card Payment,860.05,credit,credit card payment,Platinum Card
2018-12-29,Grocery Store,55.04,debit,groceries,Silver Card
2019-01-01,Amazon,13.09,debit,shopping,Platinum Card
2019-01-02,Credit Card Payment,499.6,debit,credit card payment,Checking
2019-01-03,Mortgage Payment,1100.0,debit,mortgage & rent,Checking
2019-01-03,Amazon,42.1,debit,shopping,Platinum Card
2019-01-04,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-01-05,American Tavern,23.49,debit,restaurants,Platinum Card
2019-01-08,Gas Company,45.0,debit,utilities,Checking
2019-01-09,Credit Card Payment,491.45,credit,credit card payment,Platinum Card
2019-01-09,Credit Card Payment,491.45,debit,credit card payment,Checking
2019-01-09,Credit Card Payment,281.84,debit,credit card payment,Checking
2019-01-09,Spotify,10.69,debit,music,Platinum Card
2019-01-10,Grocery Store,58.79,debit,groceries,Silver Card
2019-01-10,Barbershop,30.0,debit,haircut,Silver Card
2019-01-10,Phone Company,65.0,debit,mobile phone,Checking
2019-01-14,Shell,28.92,debit,gas & fuel,Silver Card
2019-01-15,Grocery Store,6.06,debit,groceries,Silver Card
2019-01-16,City Water Charges,35.0,debit,utilities,Checking
2019-01-16,Power Company,60.0,debit,utilities,Checking
2019-01-18,State Farm,75.0,debit,auto insurance,Checking
2019-01-18,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-01-21,Credit Card Payment,277.99,credit,credit card payment,Silver Card
2019-01-22,Credit Card Payment,277.99,debit,credit card payment,Checking
2019-01-24,Grocery Store,21.06,debit,groceries,Silver Card
2019-01-24,Amazon,11.7,debit,shopping,Platinum Card
2019-01-24,Amazon,4.21,debit,shopping,Platinum Card
2019-01-25,Internet Service Provider,75.0,debit,internet,Checking
2019-01-31,Credit Card Payment,1900.0,debit,credit card payment,Checking
2019-01-31,Shell,31.32,debit,gas & fuel,Silver Card
2019-02-01,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-02-01,Roadside Diner,9.47,debit,restaurants,Silver Card
2019-02-01,Amazon,13.09,debit,shopping,Platinum Card
2019-02-04,Hardware Store,86.97,debit,home improvement,Silver Card
2019-02-04,Netflix,11.76,debit,television,Platinum Card
2019-02-05,Mortgage Payment,1100.0,debit,mortgage & rent,Checking
2019-02-07,Gas Company,65.0,debit,utilities,Checking
2019-02-08,Starbucks,3.0,debit,coffee shops,Platinum Card
2019-02-08,Thai Restaurant,27.47,debit,restaurants,Platinum Card
2019-02-09,Spotify,10.69,debit,music,Platinum Card
2019-02-11,Starbucks,3.0,debit,coffee shops,Platinum Card
2019-02-11,Credit Card Payment,133.95,debit,credit card payment,Checking
2019-02-11,BP,24.01,debit,gas & fuel,Platinum Card
2019-02-12,Grocery Store,30.54,debit,groceries,Platinum Card
2019-02-12,Phone Company,65.0,debit,mobile phone,Checking
2019-02-13,Grocery Store,8.21,debit,groceries,Platinum Card
2019-02-15,Credit Card Payment,207.47,credit,credit card payment,Platinum Card
2019-02-15,Credit Card Payment,207.47,debit,credit card payment,Checking
2019-02-15,Grocery Store,4.59,debit,groceries,Platinum Card
2019-02-15,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-02-15,Power Company,60.0,debit,utilities,Checking
2019-02-16,Brewing Company,8.0,debit,alcohol & bars,Platinum Card
2019-02-16,American Tavern,32.75,debit,restaurants,Platinum Card
2019-02-16,Amazon,37.45,debit,shopping,Platinum Card
2019-02-19,Credit Card Payment,574.84,debit,credit card payment,Checking
2019-02-19,City Water Charges,35.0,debit,utilities,Checking
2019-02-20,State Farm,75.0,debit,auto insurance,Checking
2019-02-20,Credit Card Payment,292.54,credit,credit card payment,Silver Card
2019-02-20,Barbershop,30.0,debit,haircut,Platinum Card
2019-02-21,Credit Card Payment,292.54,debit,credit card payment,Checking
2019-02-21,Grocery Store,46.96,debit,groceries,Silver Card
2019-02-25,BP,33.8,debit,gas & fuel,Silver Card
2019-02-25,Internet Service Provider,75.0,debit,internet,Checking
2019-02-27,Roadside Diner,25.77,debit,restaurants,Silver Card
2019-02-28,Grocery Store,32.07,debit,groceries,Silver Card
2019-03-01,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-03-01,Amazon,13.09,debit,shopping,Platinum Card
2019-03-04,Grocery Store,92.04,debit,groceries,Silver Card
2019-03-04,Mortgage Payment,1100.0,debit,mortgage & rent,Checking
2019-03-04,Netflix,11.76,debit,television,Platinum Card
2019-03-05,Fancy Restaurant,7.0,debit,restaurants,Silver Card
2019-03-06,Credit Card Payment,491.86,debit,credit card payment,Checking
2019-03-08,BP,34.08,debit,gas & fuel,Platinum Card
2019-03-08,Amazon,27.17,debit,shopping,Platinum Card
2019-03-08,Gas Company,49.0,debit,utilities,Checking
2019-03-09,Spotify,10.69,debit,music,Platinum Card
2019-03-12,Phone Company,65.0,debit,mobile phone,Checking
2019-03-12,Bakery Place,3.02,debit,restaurants,Platinum Card
2019-03-13,Credit Card Payment,532.86,credit,credit card payment,Platinum Card
2019-03-13,Credit Card Payment,301.79,credit,credit card payment,Silver Card
2019-03-14,Credit Card Payment,305.27,debit,credit card payment,Checking
2019-03-14,Credit Card Payment,301.79,debit,credit card payment,Checking
2019-03-14,Brunch Restaurant,8.0,debit,restaurants,Platinum Card
2019-03-15,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-03-15,Power Company,60.0,debit,utilities,Checking
2019-03-18,Best Buy,320.99,debit,electronics & software,Platinum Card
2019-03-18,Grocery Store,16.23,debit,groceries,Platinum Card
2019-03-19,Amazon,13.84,debit,shopping,Platinum Card
2019-03-19,City Water Charges,35.0,debit,utilities,Checking
2019-03-20,State Farm,75.0,debit,auto insurance,Checking
2019-03-22,BP,37.51,debit,gas & fuel,Platinum Card
2019-03-23,Starbucks,5.2,debit,coffee shops,Platinum Card
2019-03-25,Internet Service Provider,75.0,debit,internet,Checking
2019-03-26,Amazon,16.04,debit,shopping,Platinum Card
2019-03-27,Brewing Company,49.63,debit,alcohol & bars,Platinum Card
2019-03-27,Grocery Store,4.46,debit,groceries,Platinum Card
2019-03-29,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-03-30,Starbucks,12.84,debit,coffee shops,Platinum Card
2019-03-31,Credit Card Payment,957.6,credit,credit card payment,Platinum Card
2019-04-01,Credit Card Payment,1552.65,debit,credit card payment,Checking
2019-04-01,Credit Card Payment,600.51,credit,credit card payment,Platinum Card
2019-04-01,Amazon,13.09,debit,shopping,Platinum Card
2019-04-02,Mortgage Payment,1100.0,debit,mortgage & rent,Checking
2019-04-04,Grocery Store,5.64,debit,groceries,Platinum Card
2019-04-04,Amazon,35.9,debit,shopping,Platinum Card
2019-04-04,Netflix,11.76,debit,television,Platinum Card
2019-04-06,Amazon,27.54,debit,shopping,Platinum Card
2019-04-08,Gas Company,30.0,debit,utilities,Checking
2019-04-09,Credit Card Payment,436.75,debit,credit card payment,Checking
2019-04-09,Grocery Store,10.7,debit,groceries,Platinum Card
2019-04-09,Barbershop,30.0,debit,haircut,Platinum Card
2019-04-09,Spotify,10.69,debit,music,Platinum Card
2019-04-10,Phone Company,65.0,debit,mobile phone,Checking
2019-04-12,Best Buy,44.93,debit,electronics & software,Silver Card
2019-04-12,Grocery Store,41.34,debit,groceries,Platinum Card
2019-04-12,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-04-13,QuikTrip,38.94,debit,gas & fuel,Platinum Card
2019-04-13,Grocery Store,16.87,debit,groceries,Platinum Card
2019-04-13,Vietnamese Restaurant,20.64,debit,restaurants,Platinum Card
2019-04-15,Power Company,60.0,debit,utilities,Checking
2019-04-16,City Water Charges,35.0,debit,utilities,Checking
2019-04-18,State Farm,75.0,debit,auto insurance,Checking
2019-04-18,Credit Card Payment,604.32,credit,credit card payment,Silver Card
2019-04-18,Credit Card Payment,458.1,credit,credit card payment,Platinum Card
2019-04-19,Credit Card Payment,604.32,debit,credit card payment,Checking
2019-04-19,Grocery Store,10.89,debit,groceries,Platinum Card
2019-04-22,Brewing Company,14.4,debit,alcohol & bars,Silver Card
2019-04-22,Greek Restaurant,64.52,debit,restaurants,Silver Card
2019-04-23,Hardware Store,29.56,debit,home improvement,Silver Card
2019-04-25,Internet Service Provider,75.0,debit,internet,Checking
2019-04-26,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-04-27,Brewing Company,40.0,debit,alcohol & bars,Platinum Card
2019-04-27,Credit Card Payment,268.96,credit,credit card payment,Silver Card
2019-04-27,American Tavern,14.74,debit,restaurants,Silver Card
2019-04-29,Credit Card Payment,268.96,debit,credit card payment,Checking
2019-04-29,Grocery Store,5.64,debit,groceries,Platinum Card
2019-04-30,BP,39.08,debit,gas & fuel,Platinum Card
2019-05-01,Amazon,13.09,debit,shopping,Platinum Card
2019-05-02,Mortgage Payment,1100.0,debit,mortgage & rent,Checking
2019-05-03,Credit Card Payment,758.07,debit,credit card payment,Checking
2019-05-04,Netflix,13.9,debit,television,Platinum Card
2019-05-06,Amazon,16.94,debit,shopping,Platinum Card
2019-05-07,Amazon,38.56,debit,shopping,Platinum Card
2019-05-09,Best Buy,331.69,debit,electronics & software,Platinum Card
2019-05-09,Spotify,10.69,debit,music,Platinum Card
2019-05-09,Target,3.2,debit,shopping,Platinum Card
2019-05-09,Gas Company,30.0,debit,utilities,Checking
2019-05-10,Best Buy,21.39,debit,electronics & software,Silver Card
2019-05-10,Phone Company,65.0,debit,mobile phone,Checking
2019-05-10,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-05-13,Credit Card Payment,480.88,debit,credit card payment,Checking
2019-05-13,QuikTrip,35.24,debit,gas & fuel,Silver Card
2019-05-13,Fancy Restaurant,98.19,debit,restaurants,Silver Card
2019-05-13,Greek Restaurant,23.11,debit,restaurants,Silver Card
2019-05-14,Grocery Store,2.02,debit,groceries,Silver Card
2019-05-15,Power Company,60.0,debit,utilities,Checking
2019-05-17,Credit Card Payment,575.33,credit,credit card payment,Platinum Card
2019-05-17,City Water Charges,35.0,debit,utilities,Checking
2019-05-20,State Farm,75.0,debit,auto insurance,Checking
2019-05-20,Credit Card Payment,415.47,debit,credit card payment,Checking
2019-05-20,American Tavern,32.53,debit,restaurants,Silver Card
2019-05-24,Credit Card Payment,765.68,credit,credit card payment,Silver Card
2019-05-24,Hardware Store,27.96,debit,home improvement,Platinum Card
2019-05-24,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-05-24,Brunch Restaurant,8.0,debit,restaurants,Platinum Card
2019-05-25,QuikTrip,36.76,debit,gas & fuel,Platinum Card
2019-05-25,Hardware Store,30.99,debit,home improvement,Platinum Card
2019-05-27,Mexican Restaurant,34.33,debit,restaurants,Platinum Card
2019-05-28,Credit Card Payment,765.68,debit,credit card payment,Checking
2019-05-30,Internet Service Provider,75.0,debit,internet,Checking
2019-05-30,American Tavern,34.82,debit,restaurants,Platinum Card
2019-06-01,Amazon,13.09,debit,shopping,Platinum Card
2019-06-03,Starbucks,2.75,debit,coffee shops,Platinum Card
2019-06-03,Credit Card Payment,260.95,credit,credit card payment,Platinum Card
2019-06-03,Mortgage Payment,1100.0,debit,mortgage & rent,Checking
2019-06-04,Barbershop,30.0,debit,haircut,Platinum Card
2019-06-04,Netflix,13.9,debit,television,Platinum Card
2019-06-05,Grocery Store,23.0,debit,groceries,Platinum Card
2019-06-05,Mexican Restaurant,23.24,debit,restaurants,Platinum Card
2019-06-06,Starbucks,3.75,debit,coffee shops,Platinum Card
2019-06-06,Grocery Store,5.64,debit,groceries,Platinum Card
2019-06-07,Credit Card Payment,458.56,debit,credit card payment,Checking
2019-06-07,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-06-07,Gas Company,30.0,debit,utilities,Checking
2019-06-09,Spotify,10.69,debit,music,Platinum Card
2019-06-12,Phone Company,65.0,debit,mobile phone,Checking
2019-06-13,Credit Card Payment,152.72,credit,credit card payment,Platinum Card
2019-06-13,Credit Card Payment,152.72,debit,credit card payment,Checking
2019-06-14,Grocery Store,10.69,debit,groceries,Silver Card
2019-06-15,BP,33.16,debit,gas & fuel,Silver Card
2019-06-17,City Water Charges,35.0,debit,utilities,Checking
2019-06-17,Power Company,60.0,debit,utilities,Checking
2019-06-18,Brewing Company,15.0,debit,alcohol & bars,Silver Card
2019-06-18,Shell,41.83,debit,gas & fuel,Silver Card
2019-06-19,State Farm,75.0,debit,auto insurance,Checking
2019-06-20,Credit Card Payment,375.26,debit,credit card payment,Checking
2019-06-20,Mike's Construction Co.,9200.0,debit,home improvement,Checking
2019-06-20,Credit Card Payment,100.68,credit,credit card payment,Silver Card
2019-06-21,Credit Card Payment,100.68,debit,credit card payment,Checking
2019-06-21,Biweekly Paycheck,2000.0,credit,paycheck,Checking
2019-06-24,Brewing Company,15.0,debit,alcohol & bars,Silver Card
2019-06-28,BP,30.64,debit,gas & fuel,Silver Card
2019-06-30,Internet Service Provider,75.0,debit,internet,Checking
2019-07-01,Starbucks,7.0,debit,coffee shops,Silver Card
2019-07-01,Grocery Store,99.47,debit,groceries,Silver Card
2019-07-01,Hawaiian Grill,24.97,debit,restaurants,Silver Card
2019-07-01,Thai Restaurant,24.0,debit,restaurants,Silver Card
2019-07-01,Amazon,13.09,debit,shopping,Platinum Card
2019-07-02,Hardware Store,229.9,debit,home improvement,Platinum Card
2019-07-02,Mortgage Payment,1100.0,debit,mortgage & rent,Checking
2019-07-04,Netflix,13.9,debit,television,Platinum Card
2019-07-05,Brewing Company,19.0,debit,alcohol & bars,Silver Card
2019-07-05,Biweekly Paycheck,2250.0,credit,paycheck,Checking
2019-07-06,Credit Card Payment,220.08,credit,credit card payment,Silver Card
2019-07-06,Grocery Store,92.98,debit,groceries,Platinum Card
2019-07-06,Greek Restaurant,23.26,debit,restaurants,Platinum Card
2019-07-07,Hardware Store,103.14,debit,home improvement,Platinum Card
2019-07-08,Credit Card Payment,305.28,debit,credit card payment,Checking
2019-07-08,Credit Card Payment,220.08,debit,credit card payment,Checking
2019-07-09,Credit Card Payment,549.72,credit,credit card payment,Platinum Card
2019-07-09,Spotify,10.69,debit,music,Platinum Card
2019-07-10,Phone Company,65.0,debit,mobile phone,Checking
2019-07-10,Gas Company,30.0,debit,utilities,Checking
2019-07-15,Grocery Store,87.14,debit,groceries,Silver Card
2019-07-16,Amazon,89.99,debit,shopping,Platinum Card
2019-07-16,Power Company,60.0,debit,utilities,Checking
2019-07-17,City Water Charges,35.0,debit,utilities,Checking
2019-07-18,State Farm,75.0,debit,auto insurance,Checking
2019-07-18,Credit Card Payment,814.5,debit,credit card payment,Checking
2019-07-18,BP,36.42,debit,gas & fuel,Silver Card
2019-07-18,Grocery Store,29.83,debit,groceries,Platinum Card
2019-07-18,Brunch Restaurant,8.82,debit,restaurants,Platinum Card
2019-07-19,Credit Card Payment,115.52,credit,credit card payment,Platinum Card
2019-07-19,Biweekly Paycheck,2250.0,credit,paycheck,Checking
2019-07-19,Mexican Restaurant,28.0,debit,restaurants,Platinum Card
2019-07-22,Credit Card Payment,257.08,credit,credit card payment,Silver Card
2019-07-22,Thai Restaurant,26.67,debit,restaurants,Silver Card
2019-07-23,Credit Card Payment,257.08,debit,credit card payment,Checking
2019-07-24,Starbucks,2.5,debit,coffee shops,Silver Card
2019-07-27,Barbershop,30.0,debit,haircut,Silver Card
2019-07-28,Hardware Store,44.31,debit,home improvement,Platinum Card
2019-07-29,Grocery Store,5.35,debit,groceries,Platinum Card
2019-07-29,Fancy Restaurant,44.92,debit,restaurants,Silver Card
2019-07-30,Grocery Store,15.77,debit,groceries,Platinum Card
2019-07-30,Internet Service Provider,75.0,debit,internet,Checking
2019-08-01,Amazon,13.09,debit,shopping,Platinum Card
2019-08-02,Mortgage Payment,1100.0,debit,mortgage & rent,Checking
2019-08-02,Biweekly Paycheck,2250.0,credit,paycheck,Checking
2019-08-03,BP,36.36,debit,gas & fuel,Platinum Card
2019-08-03,Grocery Store,3.96,debit,groceries,Platinum Card
2019-08-03,American Tavern,23.47,debit,restaurants,Platinum Card
2019-08-04,Netflix,13.9,debit,television,Platinum Card
2019-08-05,Brewing Company,18.0,debit,alcohol & bars,Silver Card
2019-08-05,Credit Card Payment,349.28,credit,credit card payment,Platinum Card
2019-08-05,Credit Card Payment,117.65,credit,credit card payment,Silver Card
2019-08-06,Credit Card Payment,521.17,debit,credit card payment,Checking
2019-08-06,Credit Card Payment,117.65,debit,credit card payment,Checking
2019-08-06,Hardware Store,125.0,debit,home improvement,Checking
2019-08-08,Grocery Store,11.72,debit,groceries,Silver Card
2019-08-09,Spotify,10.69,debit,music,Platinum Card
2019-08-09,Gas Company,30.0,debit,utilities,Checking
2019-08-12,Phone Company,65.0,debit,mobile phone,Checking
2019-08-12,Thai Restaurant,26.67,debit,restaurants,Silver Card
2019-08-14,Starbucks,2.75,debit,coffee shops,Platinum Card
2019-08-15,Credit Card Payment,335.2,debit,credit card payment,Checking
2019-08-15,Power Company,60.0,debit,utilities,Checking
2019-08-16,Biweekly Paycheck,2250.0,credit,paycheck,Checking
2019-08-16,City Water Charges,35.0,debit,utilities,Checking
2019-08-17,Credit Card Payment,87.17,credit,credit card payment,Platinum Card
2019-08-17,Grocery Store,33.15,debit,groceries,Platinum Card
2019-08-17,Barbershop,19.0,debit,haircut,Platinum Card
2019-08-17,American Tavern,3.5,debit,restaurants,Platinum Card
2019-08-19,Credit Card Payment,1248.95,debit,credit card payment,Checking
2019-08-20,State Farm,75.0,debit,auto insurance,Checking
2019-08-20,Starbucks,2.75,debit,coffee shops,Platinum Card
2019-08-21,Shell,34.69,debit,gas & fuel,Platinum Card
2019-08-23,Starbucks,2.75,debit,coffee shops,Platinum Card
2019-08-25,Brunch Restaurant,39.43,debit,restaurants,Platinum Card
2019-08-26,Hardware Store,66.75,debit,home improvement,Silver Card
2019-08-29,Starbucks,3.0,debit,coffee shops,Platinum Card
2019-08-30,Starbucks,2.75,debit,coffee shops,Platinum Card
2019-08-30,Internet Service Provider,75.0,debit,internet,Checking
2019-08-30,Biweekly Paycheck,2250.0,credit,paycheck,Checking
2019-08-31,Hardware Store,68.04,debit,home improvement,Platinum Card
2019-08-31,BBQ Restaurant,41.78,debit,restaurants,Silver Card
2019-09-01,Amazon,13.09,debit,shopping,Platinum Card
2019-09-03,Mortgage Payment,1100.0,debit,mortgage & rent,Checking
2019-09-03,Fancy Restaurant,41.24,debit,restaurants,Silver Card
2019-09-04,Netflix,13.9,debit,television,Platinum Card
2019-09-05,Starbucks,3.75,debit,coffee shops,Platinum Card
2019-09-06,Credit Card Payment,1390.37,credit,credit card payment,Platinum Card
2019-09-06,Credit Card Payment,1390.37,debit,credit card payment,Checking
2019-09-06,Credit Card Payment,502.75,debit,credit card payment,Checking
2019-09-07,Brewing Company,12.87,debit,alcohol & bars,Platinum Card
2019-09-08,Brewing Company,19.3,debit,alcohol & bars,Platinum Card
2019-09-09,Shell,28.77,debit,gas & fuel,Platinum Card
2019-09-09,Grocery Store,65.09,debit,groceries,Silver Card
2019-09-09,Hardware Store,26.25,debit,home improvement,Silver Card
2019-09-09,Spotify,10.69,debit,music,Platinum Card
2019-09-09,Gas Company,30.0,debit,utilities,Checking
2019-09-11,Credit Card Payment,360.56,credit,credit card payment,Silver Card
2019-09-11,Phone Company,65.0,debit,mobile phone,Checking
2019-09-12,Credit Card Payment,360.56,debit,credit card payment,Checking
2019-09-13,Starbucks,2.75,debit,coffee shops,Platinum Card
2019-09-13,Biweekly Paycheck,2250.0,credit,paycheck,Checking
2019-09-14,Grocery Store,46.44,debit,groceries,Platinum Card
2019-09-15,Amazon,47.66,debit,shopping,Platinum Card
2019-09-16,Credit Card Payment,90.57,debit,credit card payment,Checking
2019-09-16,Credit Card Payment,90.57,credit,credit card payment,Silver Card
2019-09-16,City Water Charges,35.0,debit,utilities,Checking
2019-09-17,Credit Card Payment,186.13,credit,credit card payment,Platinum Card
2019-09-17,Power Company,60.0,debit,utilities,Checking
2019-09-18,State Farm,75.0,debit,auto insurance,Checking
2019-09-18,Credit Card Payment,1606.46,debit,credit card payment,Checking
2019-09-19,Brewing Company,40.81,debit,alcohol & bars,Platinum Card
2019-09-19,Starbucks,2.75,debit,coffee shops,Platinum Card
2019-09-20,Credit Card Payment,9.43,credit,credit card payment,Silver Card
2019-09-22,Seafood Restaurant,131.1,debit,restaurants,Platinum Card
2019-09-23,Credit Card Payment,9.43,debit,credit card payment,Checking
2019-09-23,Grocery Store,27.71,debit,groceries,Platinum Card
2019-09-23,Amazon,24.63,debit,shopping,Platinum Card
2019-09-27,Biweekly Paycheck,2250.0,credit,paycheck,Checking
2019-09-28,BP,33.46,debit,gas & fuel,Platinum Card
2019-09-28,Sheetz,4.27,debit,gas & fuel,Platinum Card
2019-09-30,Starbucks,1.75,debit,coffee shops,Platinum Card
2019-09-30,Internet Service Provider,75.0,debit,internet,Checking
